CCAA;CIUDAD;Num_Documentos;Fecha_Inicio;Ultima_Actualizacion;Licencia;Compartir?;Transformar?;Uso con fin comercial?;Gratis?;FORMATO MÁQUINA;FORMATO MAPA;SIN FORMATO;ACTUALIZADO;CATEGORIA;DATASET;% Categoria en Catalogo;Creado;Frecuencia;NOTA PORTAL
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Visitantes de los museos y los espacios de exposiciones de la ciudad de Barce...;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Visitas a las bibliotecas de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Asistentes a las fiestas de la Mercè de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Datos de festivales de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Aforo de los conciertos en los grandes auditorios de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Datos de las fiestas de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Conciertos en salas de música en vivo de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Datos globales de los cines de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Aforo de las salas de artes escénicas de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Número de exposiciones temporales de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Usuarios de los archivos y las bibliotecas patrimoniales de la ciudad de Barc...;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Datos del Grec Festival de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Entradas vendidas en los espacios de artes escénicas de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Entidades usuarias de los centros cívicos de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Asistentes a las actividades de difusión de los centros cívicos de la ciutat ...;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Inscripciones a actividades de formación los centros cívicos de la ciutat de ...;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Actividades de formación los centros cívicos de la ciutat de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Actividades de difusión de los centros cívicos de la ciutat de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Asistentes a las visites escolares a las bibliotecas de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Número de actividades en los ateneos de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Proyectos de creación internacionales de las fábricas de creación de la ciuda...;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Actividades de difusión en las fábricas de creación de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Usos de ordenadores y de Wi-Fi en las bibliotecas de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Actividades de formación para profesionales en las fábricas de creación de la…;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Metros cuadrados en los ateneos de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Asociados en los ateneos de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Proyectos de creación de las fábricas de creación de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Asistentes a las actividades de difusión cultural y de lectura de las bibliot…;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;CULTURA Y OCIO;Agenda cultural de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;CULTURA Y OCIO;Patios escolares abiertos al público de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Funciones en las salas de artes escénicas de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Conciertos en los grandes auditorios de la ciudad de Barcelona;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;CULTURA Y OCIO;Consultas en los archivos y las bibliotecas patrimoniales de la ciudad de Bar...;11,01%;25/06/2014;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Mercados y ferias en la calle de la ciudad de Barcelona;3,23%;10/06/2016;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Mercados municipales de la ciudad de Barcelona;3,23%;10/06/2016;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Inventario de locales de Barcelona;3,23%;04/11/2015;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;El mercado inmobiliario de Barcelona. Precios de oferta de los locales comerc...;3,23%;14/03/2013;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Precios de oferta de los locales comerciales de la ciudad de Barcelona. Estim...;3,23%;14/03/2013;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Precios de oferta de los locales comerciales de la ciudad de Barcelona. Estim...;3,23%;14/03/2013;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;El mercado inmobiliario de Barcelona. Precios de oferta de los locales comerc...;3,23%;14/03/2013;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;ECONOMIA;Listado de equipamientos de mercados y centros comerciales de la ciudad de Ba...;3,23%;25/03/2011;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Fichas ocupacionales en formato CSV de Barcelona Activa;3,23%;28/01/2015;3 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Paro registrado .Tablas evolutivas. Por barrios de la ciudad de Barcelona;3,23%;20/01/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Paro registrado. Tablas evolutivas. Por barrios de la ciudad de Barcelona. Po...;3,23%;20/01/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Paro registrado. Por duración del paro de la ciudad de Barcelona;3,23%;20/01/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Paro registrado de la ciudad de Barcelona. Por sexo;3,23%;20/01/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;ECONOMIA;Listado de webs publicadas por el Ayuntamiento de Barcelona (en formato RDF);3,23%;30/08/2013;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;ECONOMIA;Puntos wifi de la ciudad de Barcelona;3,23%;18/03/2013;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;EDUCACION;Listado de equipamientos de EDUCACION de la ciudad de Barcelona;0,21%;;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Definición de itinerarios de la ciudad de Barcelona y especificación de los t...;9,71%;17/03/2011;Real;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Relación de tramos de la vía pública de la ciudad de Barcelona;9,71%;17/03/2011;Real;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Aviso de incidencias de tráfico de la ciudad de Barcelona;9,71%;17/02/2011;Real;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Información del estado del tránsito en los tramos de la ciudad de Barcelona;9,71%;17/02/2011;Real;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Información de los tramos de tráfico de la ciudad de Barcelona con su tiempo ...;9,71%;17/02/2011;Real;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Gasolineras en la ciudad de Barcelona;9,71%;17/11/2015;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Aparcamientos con servicio para bicis en la ciudad de Barcelona;9,71%;17/11/2015;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Escaleras mecánicas de la ciudad de Barcelona;9,71%;16/11/2015;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Transportes Metropolitanos y Compañias de autocares de la ciudad de Barcelona;9,71%;;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Puntos de recarga de vehiculo eléctrico en la ciudad de Barcelona;9,71%;10/11/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Estaciones de Bicing de la ciudad de Barcelona (Mecánicas y electricas);9,71%;09/11/2015;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Nacionalidad de los propietarios de los turismos de la ciudad de Barcelona;9,71%;20/01/2015;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Estaciones de autobus de la ciudad de Barcelona;9,71%;18/03/2013;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Transportes de la ciudad de Barcelona;9,71%;15/03/2013;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Matriculaciones de turismos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Matriculaciones de las motos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Tipología del parque de vehículos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Tipos de propietarios de las motos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Tipos de propietarios de los turismos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Nacionalidad de los propietarios de las motos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Potencia fiscal de los turismos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Cilindrada de las motos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Antigüedad de los turismos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Antigüedad de las motos de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Matriculaciones de ciclomotores de la ciudad de Barcelona;9,71%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Información de los colores de los aparcamientos en superfície de la ciudad de...;9,71%;07/02/2018;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Información de los tramos del aparcamiento en superficie en la ciudad de Barc...;9,71%;07/02/2018;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Información de las tarifas del aparcamiento en superficie en la ciudad de Bar...;9,71%;07/02/2018;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Información de los horarios de los aparcamientos en superfície de la ciudad d...;9,71%;07/02/2018;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;TRANSPORTE;Antigüedad de los vehículos de la ciudad de Barcelona por tipología;9,71%;18/07/2017;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Zonas 30 en la ciudad de Barcelona;9,71%;04/05/2017;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Carriles Bici en construcción en la ciudad de Barcelona;9,71%;04/05/2017;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Vías Ciclables en la ciudad de Barcelona;9,71%;04/05/2017;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Carriles Bici de otros municipios del Área Metropolitana de Barcelona;9,71%;04/05/2017;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Ronda Verde de la ciudad de Barcelona;9,71%;04/05/2017;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Carriles Bici de la ciudad de Barcelona;9,71%;04/05/2017;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Listado de equipamientos de transportes y servicios relacionados de la ciudad…;9,71%;27/11/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Equipamientos relacionados con transportes de la ciudad de Barcelona;9,71%;27/11/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Aparcamientos en la ciudad de Barcelona;9,71%;27/11/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Paradas de taxis de la ciudad de Barcelona;9,71%;27/11/2015;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Puntos de anclaje de bicicletas de la ciudad de Barcelona;9,71%;17/11/2015;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Entidades del pacto por la movilidad en la ciudad de Barcelona;9,71%;17/11/2015;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Zonas de carga y descarga en la ciudad de Barcelona;9,71%;17/11/2015;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Aparcamientos con servicio de carsharing en la ciudad de Barcelona;9,71%;17/11/2015;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;TRANSPORTE;Gasolineras en la ciudad de Barcelona;9,71%;17/11/2015;1 Semana;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;SECTOR PUBLICO;Listado de equipamientos de la administración pública de la ciudad de Barcelona;14,03%;25/03/2011;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Catálogo de los datos abiertos del Ajuntament de Barcelona - Open Data BCN;14,03%;25/03/2011;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;SECTOR PUBLICO;Listado de equipamientos de compañias de servicios de la ciudad de Barcelona;14,03%;25/03/2011;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Direcciones por sección censal de la ciudad de Barcelona;14,03%;21/02/2011;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;1;0;01/01/2018;SECTOR PUBLICO;Mapa temático de divisiones administrativas de la ciudad de Barcelona (geoser...;14,03%;17/02/2011;1 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Base de datos del presupuesto de la ciudad de Barcelona. Ingresos;14,03%;08/02/2016;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Base de datos del presupuesto de la ciudad de Barcelona. Gastos;14,03%;08/02/2016;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Registro público de estudios y informes de la ciudad de Barcelona;14,03%;05/11/2015;3 Mes;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Datos de los cargos electos, comisionados y gerentes del Gobierno Municipal d...;14,03%;18/09/2015;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;SECTOR PUBLICO;Datos del Fichero General de Entidades Ciudadanas de la ciudad de Barcelona;14,03%;29/01/2015;Diario;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Divisiones administrativas de la ciudad de Barcelona;14,03%;04/10/2013;;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;SECTOR PUBLICO;Estructura territorial del municipio de Barcelona;14,03%;25/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;0;0;1;01/01/2018;SECTOR PUBLICO;Índice bibliográfico de PDFs de barris de Barcelona;14,03%;25/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones al Parlamento Europeo. % sobre electores de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Autonómicas. % sobre votantes de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones al Parlamento Europeo. Absolutos de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Generales. Absolutos de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones al Parlamento Europeo. % sobre votantes de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Generales. % sobre electores de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Autonómicas. % sobre electores de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Locales. Absolutos de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Locales. % sobre electores de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Locales. % sobre votantes de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Generales. % sobre votantes de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Elecciones Autonómicas. Absolutos de la ciudad de Barcelona;14,03%;14/03/2013;1 Año;7,04
Cataluña;Barcelona;463;23/02/2017;20/03/2018;Creative Commons;true;true;true;true;1;0;0;01/01/2018;SECTOR PUBLICO;Catálogo de bases de premios en el Repositorio Abierto de Conocimiento del Ay...;14,03%;22/01/2018;1 Mes;7,04
